Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
147211,1.639356618,-0.658686894,-0.919436341,1.585082108,-0.148197081,0.181576238,0.040416097,0.043532689,0.892421849,0.093427084,-0.036459045,1.240573021,-0.496431703,0.01269076,-2.346174897,-0.582586261,-0.131415171,-0.333957608,0.5915169,-0.004289388,-0.214383281,-0.58958362,0.059476548,-0.425815233,-0.003750576,-0.828441845,0.008820163,-0.03190672,155.67,0
112420,-2.348609762,0.764203996,0.810997943,1.025648142,-0.607926793,-0.303899643,-0.4764099,0.952450573,-0.668744771,0.563578895,-1.644954942,-0.822968397,-0.668674466,0.181249992,-0.443070565,1.599039719,-0.395052293,-0.170447725,-1.313855224,-0.348445232,0.175978638,0.590353091,0.279549496,0.075727924,-0.420833165,2.353538578,-0.137598114,0.191046756,48.53,0
131151,1.973892924,0.535445697,-0.919259337,3.684255596,0.897148106,0.582066632,0.198400776,-0.100399338,-0.778954501,1.331787027,-2.139728797,0.316744326,1.481187457,-0.347208831,-1.562899206,0.626115676,-0.912086695,-0.449241614,-1.031834737,-0.189463537,0.029960355,0.351001764,-0.05901924,-1.027950055,0.305197134,0.160419793,-0.015573697,-0.058506663,7.86,0
78011,1.150973368,0.169825795,0.123838755,0.893511021,0.071532527,0.008199082,0.015347393,0.099462319,-0.17995336,0.148542032,1.143105549,0.573034554,-0.576199231,0.703322216,0.555090049,0.075361623,-0.48694882,0.069786829,-0.31731253,-0.156294666,0.088568971,0.241578037,-0.129792384,-0.309491334,0.60486238,-0.295697032,0.019579208,0.005015466,19.9,0
2108,-0.386097415,1.115190609,1.274662003,0.008660341,0.254300422,-0.500076971,0.672194474,0.037168332,-0.473124816,-0.57120082,0.09308243,0.264732214,0.585162118,-0.497726058,1.092385706,0.067395264,0.259014412,-0.646915702,-0.453188355,0.116085028,-0.229751591,-0.534955747,0.011962375,0.035985516,-0.216449581,0.099894263,0.264855432,0.096022528,4.56,0
118278,-0.740561855,0.871320959,0.966750969,-1.241272374,1.396321406,0.073115139,1.051407006,-0.043625026,-0.447245943,-1.262818537,0.775362936,0.106263191,-0.132487925,-1.388001751,-0.743133435,0.879508499,-0.103179878,0.775280358,-0.410091064,0.070273711,-0.13320451,-0.299443287,-0.486282623,0.138774895,0.648505038,0.397883446,-0.203156004,-0.161314432,11.9,0
90906,1.937977456,-0.129526207,0.183706669,2.219198097,-0.640784293,-0.173284846,-0.741023811,-0.08769549,1.279453364,0.694578051,-0.179565521,-2.629692371,1.989372224,1.006878539,-1.192055904,1.239901842,0.104838953,-0.236719304,-1.246995767,-0.162263324,-0.01869752,0.267419537,0.253074818,0.101758587,-0.68688051,2.271856847,-0.186731027,-0.070626952,23.59,0
90665,1.81151818,0.304845507,-1.683785271,1.6817567,1.120482195,1.246132806,-0.630458383,0.428976448,2.037481495,-1.366276421,2.306235276,-1.94795042,1.32377108,-1.356535727,-0.714582633,0.234964202,2.93851878,0.93467382,-1.576655643,-0.302054413,-0.012558584,0.629352504,-0.010485328,-1.922269572,-0.00700252,-0.354773215,0.103931195,-0.010459688,6.99,0
62944,-1.59207819,1.066908161,1.403874491,0.449613601,-1.336879385,0.084794515,-0.857920517,1.068555812,-1.643863074,0.549935542,-0.776458534,-0.195328565,0.371279932,0.517166628,1.697955811,-1.601806182,0.671622066,1.460978209,-0.625974245,-0.268594768,-0.149000014,-0.014458791,-0.115726385,0.043558106,0.256900559,-0.063683593,0.266944943,0.052138441,25,0
57672,1.266609478,-0.112601583,0.809135216,0.186834153,-0.231343246,0.870882791,-0.822674496,0.213823401,0.620152062,-0.200604087,-1.178994402,0.612187531,2.054237321,-0.597656786,1.774581183,0.888333148,-0.996530566,0.212125141,-0.419430603,0.03388966,0.167761748,0.67481244,-0.185779369,-1.219921917,0.35753024,0.689252711,0.039795405,0.015537906,0.47,0
118761,0.358212536,-0.283611693,0.403236659,-0.102207154,-0.353126019,-0.192964321,0.082241951,-0.544668081,-0.501497426,1.876440401,0.699550368,-1.222557961,-1.760466902,-0.233872699,-0.180350456,-0.688094083,1.176307238,-0.575507892,3.685786776,0.240656747,0.43162224,1.719367038,-0.051844213,0.072795448,-1.403585405,0.166157744,-0.40799846,-0.136429899,19.8,0
156211,-0.585836615,0.971777668,1.135521901,-0.465211915,0.541045686,-1.018711385,1.075868158,-0.225430882,-0.473558988,-0.82828955,-0.891694884,-0.510711511,-0.590251461,0.502878158,0.866168852,-0.397201526,-0.296428757,0.266426995,0.263657182,-0.049402365,0.262879466,0.772150415,-0.630109702,0.080367252,0.963440332,0.102740477,0.019635291,0.048590282,1,0
47883,-0.974828291,1.292751379,1.454524473,-0.098707739,-0.111293329,-0.661485826,0.614911683,0.06445356,-0.046704961,0.259820237,0.173848356,0.20315169,0.031804051,0.03412102,1.102969998,-0.23072611,-0.019387338,-0.949446014,-0.526832155,0.308759737,-0.241753929,-0.460488891,0.070770247,0.37645415,-0.202837579,0.090025318,0.494428433,0.25738901,9.98,0
3788,-0.555848294,0.886176696,0.962429839,0.085092156,0.144617233,0.582865048,-0.082210677,0.413443113,1.048297758,-1.223969462,-0.47225005,-1.778408144,3.151450267,1.205110618,-0.597458497,-0.816693767,1.285774557,-0.373982346,1.391712206,0.068918666,-0.120752142,0.100054733,-0.182284321,-0.876707109,-0.267405183,1.233915615,-0.050098565,0.040376012,20,0
172380,2.234031169,-1.428281166,-0.805450851,-1.657562332,-1.200245913,-0.316032012,-1.214054197,-0.099497784,-1.445892195,1.693721251,0.508577375,0.223800543,1.192640219,-0.469856128,-0.834668751,-0.284307698,0.089519446,0.391916703,0.170403846,-0.346002102,-0.109675679,0.197682281,0.178105512,-0.464053798,-0.223907257,-0.171643781,0.022551229,-0.057094396,29.4,0
73735,-2.230118645,-0.717241949,1.9107654,1.763081622,-0.68346538,-0.319084008,-0.285924247,0.680997117,-0.122862461,-0.52267862,-0.997022632,-0.158162366,-0.288707669,0.186779344,1.08356415,-0.028354441,0.20167366,0.711140224,0.607944238,0.905179815,0.404610781,0.481277407,0.171901544,0.374827438,0.431011639,-0.059106328,0.20207833,-0.093259308,210,0
136358,1.765789254,0.15233313,-0.183077514,3.503291029,0.345828838,1.134954953,-0.366730713,0.252185211,-0.781702137,1.479384559,-0.235249113,0.7030825,1.063706113,-0.131497787,-1.07568593,1.7174825,-1.577062552,0.289161596,-1.006416324,-0.056889644,-0.160440674,-0.580475087,0.238791687,-1.162029345,-0.470437345,-0.341256154,0.001257879,-0.032844584,69.79,0
45556,-3.621423709,3.226118008,0.08831624,-1.546151941,0.896595394,0.612126996,1.492617773,-0.714156542,3.044966348,5.775718723,1.343454076,0.629389934,1.28443501,-2.145374925,0.77038798,-0.290824042,-1.601719645,-0.417460991,-0.004416037,2.515807747,-0.999399135,-0.731441754,-0.196573204,-1.386454883,0.634283566,0.095512933,1.103270101,0.130818949,17.99,0
59384,-1.191203072,1.111086421,1.238090752,1.249858022,0.021316268,0.338358458,0.143292281,0.556287267,-0.780998649,-0.185288907,0.976523078,1.041402477,-0.042450945,0.45881825,-0.465100868,-0.914966286,0.547982656,-0.171479143,1.090128215,-0.14975801,0.100979073,0.315171799,-0.131711514,0.037944448,0.115112157,-0.228468935,-0.233657699,0.039352134,13.27,0
78856,-0.909636192,-0.040299654,1.871049349,-2.668295097,-1.195930032,-0.510095728,-0.494499351,0.064124754,-1.68778418,1.292246303,-1.327658813,-2.002948914,-0.619245175,-0.591114374,0.452875198,0.159740139,0.023863198,0.668630351,-0.79505781,-0.141521454,-0.127244936,0.056106303,-0.344116213,-0.171127581,0.481869666,-0.142407744,0.279369289,0.188062301,13.4,0
66587,-1.187806735,1.194534096,1.839114509,-1.034349354,-0.286753913,-0.063779724,-0.069576195,-2.567888651,0.079071273,-0.456147722,0.203870653,0.571888757,0.508751657,-0.25415945,0.770741029,0.196312486,-0.213127967,-0.954417325,-1.073218261,-0.550754854,2.193280758,-0.883393405,0.175560947,0.408747746,-0.711942033,0.598684898,0.038477805,-0.080513158,42.88,0
46449,-0.498080262,0.39525115,1.195240152,-0.854345871,1.220039559,0.297745961,0.634552269,0.070924262,-0.324434263,-0.315425203,0.309310736,-0.077572496,-0.656334167,0.25096021,0.095105153,0.658985746,-1.144972923,0.077683483,-0.318226557,-0.035644431,-0.174288654,-0.51485604,-0.079388168,-1.192802227,-0.534888916,-0.069500639,-0.07929522,-0.096468436,6.28,0
68975,1.192723534,0.218504684,0.152951238,0.454272222,-0.000769034,-0.099008194,-0.126488205,0.124427221,-0.151021525,-0.146408155,1.495222498,0.698786882,-0.199998627,-0.006820049,0.711060274,0.496141441,-0.075455109,-0.098978761,-0.140904652,-0.114671497,-0.234126909,-0.694722051,0.110183455,-0.358746228,0.144119525,0.128279033,-0.013352893,0.013120866,1.98,0
63184,-0.619086931,0.566043959,-0.58393282,0.37694927,2.256880827,3.731611493,-0.328987881,1.362286705,-0.635449032,-0.402378809,-0.756018439,0.066602434,-0.127221205,0.475817915,0.14689384,-0.423217118,0.020657733,0.260819579,1.421312064,0.166508278,-0.013729292,-0.258603476,-0.088905259,1.011384578,0.286706968,-0.234335722,-0.04044162,-0.062586953,40.8,0
10977,1.285888345,-0.054288653,0.413774994,-0.066308616,-0.176334363,0.159908187,-0.539002024,-0.002636537,1.502053027,-0.360126461,1.358851083,-1.870085365,2.272086109,1.529639009,-0.075502987,1.006533986,-0.400994371,0.986480837,0.323359963,-0.009152691,-0.087285849,-0.003035889,-0.176693541,-0.810982235,0.344627271,1.085001119,-0.092362641,-0.015434161,15.95,0
150781,1.911688437,-0.315620333,-1.41398775,0.445550914,-0.188384742,-1.36232377,0.32113137,-0.388496592,0.694294973,-0.00251489,-0.807241789,-0.074983814,-0.634066118,0.648988266,0.828568554,-0.174826687,-0.456447949,0.036626788,-0.256931227,-0.121907732,0.288015497,0.775083457,-0.063973667,0.068424706,0.212304955,-0.117700927,-0.040003214,-0.045554194,85,0
166244,-0.863426745,1.363665941,-0.788490307,-0.883982859,0.459684861,-0.636826716,0.579460673,0.289670387,0.386570353,0.107968598,-2.028735121,-0.277434647,-0.213294553,0.284372374,-0.267862886,0.308459252,-0.617334003,-0.354115893,0.250383011,0.081744296,-0.341510335,-0.863939849,0.012211886,-1.029509671,-0.253190944,0.202782381,0.198304489,0.150556361,12.54,0
59765,-0.900108508,0.193682204,1.479130294,1.337339672,-0.87441595,0.258409166,-0.388640597,0.776136385,0.237656735,-0.532117721,-1.111521117,-0.675367245,-1.610499822,0.43364446,1.046762038,-0.15377433,0.338265045,0.321817265,-0.099034921,0.013516935,0.414834242,0.940706558,0.25271531,0.048681025,-0.847237692,-0.277426745,0.125719638,0.104477337,99,0
11067,1.282034594,0.047588774,0.68273798,0.202316556,-0.519305688,-0.536848281,-0.390554855,-0.218714318,1.646292219,-0.543466803,0.336788292,-2.093514786,2.699342347,1.28167975,0.525606436,0.593493785,0.06662755,0.216490067,-0.22134572,-0.012452106,-0.089726131,0.04531733,-0.087091012,-0.075253739,0.301033219,1.059446526,-0.084662524,0.002513639,15.95,0
54071,1.103716421,-0.09825624,1.385508642,1.275874181,-1.062793152,-0.005005239,-0.69863569,0.254870956,0.694459861,-0.016439354,1.004928982,0.970900107,-0.589492035,-0.051992575,-0.482466579,0.23798145,-0.396302412,0.427139957,0.006206632,-0.170580116,-0.005765474,0.137798698,0.018382552,0.532116482,0.342349248,-0.437168571,0.066467454,0.028384742,4.99,0
138131,1.934415138,-0.584536715,-0.504498307,0.121340446,-0.533711957,-0.085057314,-0.634731865,0.024866011,1.455490631,-0.252728694,-0.974891591,0.602927715,0.518832656,-0.298257046,0.569301412,0.087503969,-0.488942827,0.069802476,-0.151603717,-0.083715273,0.197030081,0.730310732,0.127042733,0.657203896,-0.150123523,0.097023869,0.009802074,-0.029605656,44.22,0
35348,1.291355497,-0.685216861,0.249868712,-0.671774963,-1.147755694,-0.98843163,-0.516030551,-0.077447688,-0.942330207,0.852448401,1.365413641,-0.6834149,-1.490480387,0.454452945,0.113884023,1.204528141,0.203888938,-0.762835366,0.729628686,0.055107242,0.28356365,0.553187496,-0.117302633,0.543217228,0.507608005,-0.146080739,-0.027066987,0.006096109,50.85,0
84381,-0.962226674,1.260165589,0.239114384,0.750525569,-1.412022383,0.655398152,1.882536369,0.035964926,-1.143509689,-0.322494282,0.933652289,0.921597563,0.921342423,0.561700767,0.279237203,0.179738911,-0.51065075,0.654421897,0.819301609,-0.232906353,0.181969529,0.637731108,-0.076539402,0.063102494,-0.185952691,-0.346645479,-0.008349117,-0.024787362,339.5,0
65258,-0.30071976,1.06787823,0.831514343,-0.330444397,0.676738317,0.013843548,0.597920392,0.135904431,-0.608807081,-0.347181492,0.481404226,0.344502094,0.463666732,-0.347808928,0.253902298,0.908732754,-0.679647891,0.709705344,0.637139163,0.175965046,-0.286568868,-0.773207674,-0.175646369,-0.882840765,-0.027453017,0.126097374,0.241969009,0.076715245,2.69,0
40202,0.123021588,-2.07956862,0.572094805,0.602480626,-1.282709665,1.076218077,-0.28716193,0.388719882,0.891641545,-0.522648873,1.25344358,1.148064605,-0.606569263,-0.082111299,-0.419347242,-0.385841683,0.48256869,-0.880040114,-0.192302568,0.832771842,0.167129377,-0.373975396,-0.299112567,-0.206443308,-0.237261241,0.901912848,-0.098682165,0.082769916,500.91,0
145600,-0.463080983,0.22893574,-0.776091341,-1.136322646,1.050514858,0.038163618,1.369097146,0.070427747,0.143181361,-1.647654505,0.232059617,0.122141685,-0.758977367,-1.273894471,-1.491285218,0.570323718,0.302012765,0.901361952,-0.167145114,0.186021859,0.007051919,-0.203391541,0.337534521,-0.127194039,-0.686382548,-0.352238096,0.144470702,0.262469879,168.41,0
163614,1.988826725,-0.345142179,-0.310801391,0.347054181,-0.791061499,-0.78869536,-0.539670374,-0.010225402,1.508775159,-0.197745318,-0.878163163,-0.126511486,-1.141102869,0.322553865,1.24628443,0.219690427,-0.530327144,0.072448139,-0.210521907,-0.331466774,-0.126839796,-0.276909977,0.375192828,-0.106019412,-0.423605488,-0.916886231,0.054611032,-0.030102718,1,0
157885,2.068894054,0.184193167,-1.653146579,0.438584356,0.391986155,-0.933348429,0.207225083,-0.259870611,0.442194255,-0.38679076,-0.425216772,0.337957653,0.342054015,-0.897214217,0.165159857,0.272427212,0.494018001,-0.377702661,0.012203161,-0.141302068,-0.354733674,-0.901203222,0.349407375,0.646722882,-0.261674422,0.164324568,-0.060538594,-0.028853858,1.29,0
151161,2.03361274,0.601089346,-2.491174694,0.561233962,0.865445193,-1.240826411,0.333053009,-0.296493277,0.123437295,-1.059209598,1.717495289,0.861884042,0.964527555,-2.560479078,0.288400794,1.034359793,1.319940151,1.770039944,-0.268641154,-0.065909678,0.135041023,0.60783499,-0.12023005,-0.593559745,0.313846009,-0.099264814,0.022342601,-0.004138767,1,0
159341,-0.857288677,0.741456299,0.309464882,-1.009114526,1.450488989,-0.791256336,0.870337407,-0.013022662,-0.525602617,-1.065545502,0.991700193,0.38249004,-0.48035498,-0.735967638,-1.171475696,0.634631549,0.028821578,0.24743675,-0.339872098,-0.160455757,-0.222999668,-0.776812159,-0.114224997,0.664349928,-0.209276133,0.036250976,-0.083675245,0.166383556,1.98,0
117020,1.935513878,-1.347075636,-0.570023619,-0.885481275,-1.19296681,-0.359424941,-0.964712823,0.037557603,-0.061144554,0.853209134,0.583537702,-0.158198918,-0.475939115,-0.108798752,-0.374386856,1.590355292,-0.199980189,-0.813687626,1.001115702,0.153991672,0.041988308,-0.164536052,0.251833347,-0.376851142,-0.547766746,-0.493540387,-0.015673797,-0.036713998,115,0
6579,-2.307051058,-0.529276564,1.941096493,1.689663887,0.038982747,-0.725500214,-0.859592303,0.420255926,1.571153333,-0.660197869,-0.040814312,-2.623587355,1.216802748,1.481393144,0.202527771,0.096647951,0.733623977,0.715620594,0.412105543,-0.702580538,-0.17729632,0.27705787,0.762755702,0.316694258,-0.142314633,-0.370800167,0.081303156,-0.115342314,1.18,0
60477,-0.723073735,0.941297217,1.367822019,1.554344746,1.219694779,0.620635183,0.681324086,0.277639296,-1.653683961,0.350904854,0.441514624,-0.060236101,-0.301605911,0.530921541,-0.130849168,0.63546359,-0.813721859,0.100930803,-0.482281612,0.023535446,0.013670837,-0.185374267,-0.120615854,-0.856503324,-0.071479337,-0.101414122,0.071302911,0.105240665,28.11,0
100877,1.950374719,-0.732293826,-1.204485129,-0.568750531,1.506498564,4.067328791,-1.619239315,1.056602027,2.505489321,-0.376545406,0.845669262,-2.117772108,1.728640167,1.2972753,0.44336536,0.558449228,0.009379838,0.170097759,-0.641818902,-0.12544139,-0.114256843,-0.055509169,0.364731789,0.669421716,-0.585259737,0.46277499,-0.020554436,-0.049449157,15.95,0
162564,-0.297417583,0.470698576,1.221765529,-0.818055892,0.412153469,0.253929626,0.301069144,0.095769516,0.34173004,-0.835867265,-2.010978069,-0.118149257,0.69194541,-0.49677031,0.006282175,0.494046553,-0.902962976,0.356988763,-0.017157569,-0.02849037,0.192929151,0.719163565,-0.337090648,-0.99016409,-0.247828651,0.600981482,0.129827786,0.149404804,11.5,0
156943,1.877877496,0.024066619,-1.846569645,0.587870449,0.26199424,-1.355780732,0.46826645,-0.46009297,0.393492789,-0.600777271,-0.120009018,0.698370613,1.244582582,-1.055092197,0.837397718,0.152016578,0.439804284,0.346826505,-0.530670802,0.056408502,0.260375883,0.789482344,-0.118923914,-0.118057342,0.255896417,-0.107727771,-0.007167894,-0.011646632,94.35,0
